Name,State,Prog Length,School Type,2018_Drate,2017_Drate,2016_Drate
UNIVERSITY OF TENNESSEE - CHATTANOOGA,TN,8,1,5.7,6.8,7.1
UNIVERSITY OF TENNESSEE,TN,8,1,3.1,4.3,4.7
UNIVERSITY OF TENNESSEE - MARTIN,TN,8,1,6.7,8.6,8.4
UNIVERSITY OF THE SOUTH (THE),TN,8,2,2,3.2,2.6
VANDERBILT UNIVERSITY,TN,8,2,0.9,1,1.5
BRYAN COLLEGE,TN,8,2,3,6.9,4
ABILENE CHRISTIAN UNIVERSITY,TX,8,2,4.2,6.6,4.8
ALVIN COMMUNITY COLLEGE,TX,5,1,14.7,13.3,7.5
AMARILLO COLLEGE,TX,5,1,10.3,11.5,12.7
ANGELO STATE UNIVERSITY,TX,8,1,9.5,10.7,10.4
AUSTIN COLLEGE,TX,8,2,6.4,4.7,5.7
AUSTIN PRESBYTERIAN THEOLOGICAL SEMINARY,TX,8,2,6,5.4,3.7
BAYLOR UNIVERSITY,TX,8,2,2.2,3.7,3.6
COASTAL BEND COLLEGE,TX,5,1,10.1,14.7,12.5
BLINN COLLEGE,TX,5,1,12,13.7,11
CISCO COLLEGE,TX,5,1,11.2,10.1,12.6
CLARENDON COLLEGE,TX,5,1,5.5,6.9,6.8
COMMONWEALTH INSTITUTE OF FUNERAL SERVICE,TX,5,2,4.8,2.7,2.4
CONCORDIA UNIVERSITY TEXAS,TX,8,2,7.2,8.6,9
NORTH CENTRAL TEXAS COLLEGE,TX,5,1,12.6,14.8,14.6
DALLAS BAPTIST UNIVERSITY,TX,8,2,5.6,6.9,8.4
DALLAS THEOLOGICAL SEMINARY,TX,8,2,0.7,0,2.5
DEL MAR COLLEGE,TX,5,1,16.1,16.3,10.2
EAST TEXAS BAPTIST UNIVERSITY,TX,8,2,6.2,11.1,8.6
TEXAS A&M UNIVERSITY - COMMERCE,TX,8,1,8.8,11.8,9.6
EPISCOPAL THEOLOGICAL SEMINARY OF THE SOUTHWEST (THE),TX,8,2,0,0,0
FRANK PHILLIPS COLLEGE,TX,5,1,16.2,19.4,12.7
GRAYSON COLLEGE,TX,6,1,11.9,19.6,22.5
HARDIN-SIMMONS UNIVERSITY,TX,8,2,6.1,7.6,5.1
TRINITY VALLEY COMMUNITY COLLEGE,TX,6,1,17.1,20.9,21.9
HILL COLLEGE,TX,5,1,7.6,9.6,9.2
HOWARD COUNTY JUNIOR COLLEGE DISTRICT,TX,5,1,10.4,13.2,17.1
HOWARD PAYNE UNIVERSITY,TX,8,2,9.4,13.8,9.4
HOUSTON BAPTIST UNIVERSITY,TX,8,2,6.1,7.9,4.1
HUSTON - TILLOTSON UNIVERSITY,TX,8,2,12.6,20.8,16.6
UNIVERSITY OF THE INCARNATE WORD,TX,8,2,5,6.6,5.9
JACKSONVILLE COLLEGE,TX,5,2,34.5,39.3,31.2
KILGORE COLLEGE,TX,5,1,15.1,17.4,18.4
LAMAR UNIVERSITY,TX,8,1,4.3,7.6,6.1
LAREDO COLLEGE,TX,6,1,7.6,7.9,7.8
LEE COLLEGE,TX,5,1,9.7,12.6,6.5
LETOURNEAU UNIVERSITY,TX,8,2,5.7,6.7,7.6
LUBBOCK CHRISTIAN UNIVERSITY,TX,8,2,7.3,7.8,7.3
UNIVERSITY OF MARY HARDIN-BAYLOR,TX,8,2,5.1,8.5,8.3
MCLENNAN COMMUNITY COLLEGE,TX,5,1,14.3,17.8,16.3
MCMURRY UNIVERSITY,TX,8,2,11.7,14.8,14.6
MIDWESTERN STATE UNIVERSITY,TX,8,1,7.7,7.8,7
NAVARRO COLLEGE,TX,5,1,18,21.3,22.9
UNIVERSITY OF NORTH TEXAS,TX,8,1,5.8,7.3,7.4
OBLATE SCHOOL OF THEOLOGY,TX,8,2,0,10,18.1
ODESSA COLLEGE,TX,6,1,15.7,21.4,17.4
OUR LADY OF THE LAKE UNIVERSITY,TX,8,2,5.7,6.7,9.9
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,TX,8,1,0.7,4.8,8.4
PANOLA COLLEGE,TX,5,1,5.7,7.2,6.6
PARIS JUNIOR COLLEGE,TX,5,1,6.3,1.2,6
PAUL QUINN COLLEGE,TX,6,2,25.6,20.8,33.1
RANGER COLLEGE,TX,5,1,15,13.4,16.6
WILLIAM MARSHALL RICE UNIVERSITY,TX,8,2,0.2,1,0.6
SAM HOUSTON STATE UNIVERSITY,TX,8,1,6.2,8.4,5.8
SAINT PHILIP'S COLLEGE,TX,5,1,8.6,12.4,11.9
SAN JACINTO COMMUNITY COLLEGE DISTRICT,TX,6,1,10.1,11.2,5.9
SCHREINER UNIVERSITY,TX,8,2,7,10.5,8.6
SOUTH PLAINS COLLEGE,TX,5,1,10.6,13,13.6
UNIVERSITY OF HOUSTON - DOWNTOWN,TX,8,1,4.3,7.5,5
SOUTHERN METHODIST UNIVERSITY,TX,8,2,2.1,4.3,2.7
SOUTHWEST TEXAS JUNIOR COLLEGE,TX,5,1,15.4,17.2,16.2
TEXAS STATE UNIVERSITY,TX,8,1,5.2,6.8,6.6
SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,TX,8,2,10.8,16.4,11.1
SOUTHWESTERN CHRISTIAN COLLEGE,TX,6,2,30.1,23.9,36.6
SOUTHWESTERN ADVENTIST UNIVERSITY,TX,8,2,7.4,8.8,9.7
SOUTHWESTERN UNIVERSITY,TX,6,2,4.5,3.9,3.7
ST. EDWARD'S UNIVERSITY,TX,8,2,4.8,5.4,5.9
ST. MARY'S UNIVERSITY,TX,8,2,5,5.8,7.5
STEPHEN F AUSTIN STATE UNIVERSITY,TX,8,1,7.4,9.4,8.2
SUL ROSS STATE UNIVERSITY,TX,8,1,11.6,15.9,14.7
TARRANT COUNTY COLLEGE DISTRICT,TX,5,1,14.4,18.8,20.2
TEMPLE COLLEGE,TX,5,1,12.1,18.8,19.6
TEXARKANA COLLEGE,TX,5,1,17.6,19.8,23.8
PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY,TX,8,1,10.6,14.1,12.1
TARLETON STATE UNIVERSITY,TX,8,1,7.2,7.3,7.7
TEXAS A&M UNIVERSITY,TX,8,1,2.2,2.8,2.1
TEXAS STATE TECHNICAL COLLEGE,TX,5,1,6.7,8.2,8
TEXAS CHIROPRACTIC COLLEGE,TX,7,2,0,2.4,1.2
TEXAS CHRISTIAN UNIVERSITY,TX,8,2,2.7,3.4,3.7
JARVIS CHRISTIAN COLLEGE,TX,6,2,13,17.6,16.2
TEXAS COLLEGE,TX,6,2,13.1,19.1,23.7
TEXAS A&M UNIVERSITY - KINGSVILLE,TX,8,1,6.3,8.9,8.7
TEXAS LUTHERAN UNIVERSITY,TX,8,2,5.2,9.1,7.7
TEXAS SOUTHERN UNIVERSITY,TX,8,1,8.1,9,7
TEXAS TECH UNIVERSITY,TX,8,1,4.5,6.5,6
TEXAS WESLEYAN UNIVERSITY,TX,8,2,6,5.9,6
TEXAS WOMAN'S UNIVERSITY,TX,8,1,5.1,6.7,6.6
TRINITY UNIVERSITY,TX,8,2,2,1.8,0.9
TYLER JUNIOR COLLEGE,TX,6,1,19.2,22.2,18.8
UNIVERSITY OF DALLAS,TX,8,2,2.3,2.6,2
UNIVERSITY OF HOUSTON,TX,8,1,4.4,5.3,3.1
UNIVERSITY OF SAINT THOMAS,TX,8,2,3.7,5.3,2.1
UNIVERSITY OF TEXAS AT ARLINGTON,TX,8,1,4.6,5.8,5.8
UNIVERSITY OF TEXAS AT AUSTIN,TX,8,1,2.3,2.7,2.6
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,TX,8,1,0.5,1.3,1.2
UNIVERSITY OF TEXAS AT EL PASO,TX,8,1,7.1,10.5,11.3
VICTORIA COLLEGE,TX,5,1,11.4,16.3,10.8
WAYLAND BAPTIST UNIVERSITY,TX,8,2,6.8,6.4,7
WEATHERFORD COLLEGE,TX,6,1,5.7,6,4.5
WEST TEXAS A&M UNIVERSITY,TX,8,1,6.4,8.9,8.1
WHARTON COUNTY JUNIOR COLLEGE,TX,5,1,9.1,8.6,5.1
WILEY COLLEGE,TX,6,2,17.9,22.2,22.3
BRIGHAM YOUNG UNIVERSITY,UT,8,2,1.3,1.7,1.5
DIXIE STATE UNIVERSITY,UT,8,1,8.3,10.9,11
ENSIGN COLLEGE,UT,6,2,6.8,8,7.1
UNIVERSITY OF UTAH,UT,8,1,1.7,2.6,2.7
UTAH STATE UNIVERSITY,UT,8,1,3.6,5.2,5.6
SOUTHERN UTAH UNIVERSITY,UT,8,1,4.5,6.3,5.9
SNOW COLLEGE,UT,6,1,8.7,9.1,10.8
WEBER STATE UNIVERSITY,UT,8,1,4.1,5.9,6.6
WESTMINSTER COLLEGE,UT,8,2,1.5,3.2,3.2
BENNINGTON COLLEGE,VT,8,2,2,4.2,2.7
CASTLETON UNIVERSITY,VT,8,1,5.7,6.4,5.2
CHAMPLAIN COLLEGE,VT,8,2,5.1,4.2,5.2
GODDARD COLLEGE,VT,8,2,3.9,4.2,2.8
NORTHERN VERMONT UNIVERSITY,VT,8,1,5.2,10.8,8.7
MIDDLEBURY COLLEGE,VT,8,2,0.8,1,1.3
NORWICH UNIVERSITY,VT,8,2,4.1,5.6,4.3
SAINT MICHAEL'S COLLEGE,VT,8,2,2.6,2.3,2.2
UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE,VT,8,1,1.7,2.4,2.5
VERMONT COLLEGE OF FINE ARTS,VT,8,2,1.9,1.7,3.9
VERMONT TECHNICAL COLLEGE,VT,8,1,7,6.5,5.6
AVERETT UNIVERSITY,VA,8,2,5.3,8.9,8.2
BLUEFIELD COLLEGE,VA,8,2,12,12.1,9.6
BRIDGEWATER COLLEGE,VA,8,2,4.2,5.3,4.3
COLLEGE OF WILLIAM & MARY,VA,8,1,0.7,1,1.4
CHRISTOPHER NEWPORT UNIVERSITY,VA,8,1,0.9,1.3,1.6
RICHARD BLAND COLLEGE,VA,5,1,15.4,18.5,13.7
EASTERN MENNONITE UNIVERSITY,VA,8,2,4.2,6.8,3.8
EMORY & HENRY COLLEGE,VA,8,2,9.6,11,9.4
FERRUM COLLEGE,VA,8,2,13.3,15.2,12.9
TIDEWATER COMMUNITY COLLEGE,VA,5,1,14.1,17.9,16.2
HAMPDEN SYDNEY COLLEGE,VA,6,2,4.7,4.4,6.3
HAMPTON UNIVERSITY,VA,8,2,7.9,9.5,8.8
HOLLINS UNIVERSITY,VA,8,2,4.7,4.1,5
LONGWOOD UNIVERSITY,VA,8,1,3.2,5.5,4.2
UNIVERSITY OF LYNCHBURG,VA,8,2,3.3,5.2,5.7
JAMES MADISON UNIVERSITY,VA,8,1,2,2.3,2.3
MARY BALDWIN UNIVERSITY,VA,8,2,7.1,7.5,9.1
MARYMOUNT UNIVERSITY,VA,8,2,3.3,3.4,4
AMERICAN NATIONAL UNIVERSITY,VA,8,3,9.1,13.7,14.4
NORTHERN VIRGINIA COMMUNITY COLLEGE,VA,5,1,8.4,11,11.3
OLD DOMINION UNIVERSITY,VA,8,1,5.9,7,6.9
RADFORD UNIVERSITY,VA,8,1,5.3,5.5,5.6
RANDOLPH - MACON COLLEGE,VA,6,2,2.9,2.2,4.3
RANDOLPH COLLEGE,VA,8,2,3.6,6.8,5.8
VIRGINIA COMMONWEALTH UNIVERSITY,VA,8,1,2.6,4.5,4.1
ROANOKE COLLEGE,VA,6,2,3.6,3.5,3
SHENANDOAH UNIVERSITY,VA,8,2,3.6,3.9,4.1
SOUTHERN VIRGINIA UNIVERSITY,VA,6,2,6.2,7.7,7.9
SWEET BRIAR COLLEGE,VA,8,2,2.5,2.5,1.8
UNION PRESBYTERIAN SEMINARY,VA,8,2,2.2,6.5,4
UNIVERSITY OF RICHMOND,VA,8,2,1.9,1.2,2.1
UNIVERSITY OF VIRGINIA,VA,8,1,0.7,1.6,1.5
UNIVERSITY OF MARY WASHINGTON,VA,8,1,2.7,3,3.7
UNIVERSITY OF VIRGINIA'S COLLEGE AT WISE (THE),VA,6,1,9.1,13,13.4
GEORGE MASON UNIVERSITY,VA,8,1,2.5,2.6,2.1
VIRGINIA MILITARY INSTITUTE,VA,6,1,1.6,1.7,2.1
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,VA,8,1,1.2,1.6,1.6
DANVILLE COMMUNITY COLLEGE,VA,5,1,12,18.5,16.5
J SARGEANT REYNOLDS COMMUNITY COLLEGE,VA,5,1,10.9,16.7,19.8
VIRGINIA WESTERN COMMUNITY COLLEGE,VA,5,1,10.5,13.8,17.3
WYTHEVILLE COMMUNITY COLLEGE,VA,5,1,10.7,21.9,16.4
VIRGINIA UNIVERSITY OF LYNCHBURG,VA,5,2,35.7,32.7,27.9
VIRGINIA STATE UNIVERSITY,VA,8,1,13,15.1,15.2
NORFOLK STATE UNIVERSITY,VA,8,1,11.5,12.7,11.3
VIRGINIA UNION UNIVERSITY,VA,8,2,11.6,19,16.1
VIRGINIA WESLEYAN UNIVERSITY,VA,8,2,7.9,7.6,4.8
WASHINGTON AND LEE UNIVERSITY,VA,7,2,0.4,0.8,1.3
BELLEVUE COLLEGE,WA,6,1,5.3,9.1,7.4
BIG BEND COMMUNITY COLLEGE,WA,6,1,11,16.6,18.6
CENTRAL WASHINGTON UNIVERSITY,WA,8,1,5.2,6.9,5.8
CLARK COLLEGE,WA,6,1,8.8,11.6,13.3
COLUMBIA BASIN COLLEGE,WA,6,1,6.4,8.2,11.2
EASTERN WASHINGTON UNIVERSITY,WA,8,1,4,5.4,5.1
EVERETT COMMUNITY COLLEGE,WA,5,1,7.1,9.6,12.1
HERITAGE UNIVERSITY,WA,8,2,5,6.8,8
GONZAGA UNIVERSITY,WA,8,2,1,1.3,1.5
GRAYS HARBOR COLLEGE,WA,6,1,18.8,17.9,20.5
GREEN RIVER COLLEGE,WA,6,1,11,14.1,12.3
HIGHLINE COLLEGE,WA,6,1,7,9.1,11.8
LOWER COLUMBIA COLLEGE,WA,6,1,15.1,18.6,15.7
NORTHWEST UNIVERSITY,WA,8,2,5.3,4.1,7.4
OLYMPIC COLLEGE,WA,6,1,13.3,17.2,17.8
PACIFIC LUTHERAN UNIVERSITY,WA,8,2,2.7,2.4,3.4
PENINSULA COLLEGE,WA,6,1,12.6,19.4,18.6
SEATTLE CENTRAL COLLEGE,WA,6,1,10.9,12.1,13.3
SEATTLE PACIFIC UNIVERSITY,WA,8,2,2,2,1.9
SEATTLE UNIVERSITY,WA,8,2,1.1,2.1,1.9
SHORELINE COMMUNITY COLLEGE,WA,5,1,13.2,11.8,9.1
SKAGIT VALLEY COLLEGE,WA,6,1,11.1,12.7,15
SPOKANE COMMUNITY COLLEGE,WA,6,1,10.4,18,18.2
SAINT MARTIN'S UNIVERSITY,WA,8,2,2.6,2.3,2.8
TACOMA COMMUNITY COLLEGE,WA,6,1,9.6,13.9,14.3
UNIVERSITY OF PUGET SOUND,WA,8,2,2.1,2.6,1.1
UNIVERSITY OF WASHINGTON - SEATTLE,WA,8,1,2.1,2.2,2.8
WALLA WALLA UNIVERSITY,WA,8,2,2.9,1.7,4.1
WASHINGTON STATE UNIVERSITY,WA,8,1,3.3,4.6,4.1
WENATCHEE VALLEY COLLEGE,WA,6,1,9.4,16.3,14.8
WESTERN WASHINGTON UNIVERSITY,WA,8,1,1.7,2.7,2.7
WHITMAN COLLEGE,WA,6,2,1.4,1,0.4
WHITWORTH UNIVERSITY,WA,8,2,1.4,2.6,2
YAKIMA VALLEY COLLEGE,WA,6,1,10.9,13.8,14.9
ALDERSON BROADDUS UNIVERSITY,WV,8,2,9,8.3,13.2
BETHANY COLLEGE,WV,8,2,11.7,15.9,21.2
BLUEFIELD STATE COLLEGE,WV,6,1,11.4,17.9,19
CONCORD UNIVERSITY,WV,8,1,11.3,15.6,12.9
DAVIS & ELKINS COLLEGE,WV,6,2,6.8,14.1,16.4
FAIRMONT STATE UNIVERSITY,WV,8,1,9.9,12.5,10.9
GLENVILLE STATE COLLEGE,WV,6,1,19.1,20.7,17.6
MARSHALL UNIVERSITY,WV,8,1,7.8,9.6,11.1
SOUTHERN WEST VIRGINIA COMMUNITY AND TECHNICAL COLLEGE,WV,5,1,26.8,28.6,21.5
UNIVERSITY OF CHARLESTON,WV,8,2,7.8,6.4,8.1
OHIO VALLEY UNIVERSITY,WV,8,2,8.5,14.1,8.3
SALEM UNIVERSITY,WV,8,3,13.1,17.2,17
SHEPHERD UNIVERSITY,WV,8,1,6.7,8.4,9.7
WEST LIBERTY UNIVERSITY,WV,8,1,6.1,8.1,9.4
WEST VIRGINIA STATE UNIVERSITY,WV,8,1,12.8,12.9,14.9
WEST VIRGINIA UNIVERSITY,WV,8,1,6.5,8.3,8
WEST VIRGINIA UNIVERSITY - PARKERSBURG,WV,6,1,13.1,16.3,16.5
WEST VIRGINIA WESLEYAN COLLEGE,WV,8,2,7,9.1,7.3
WHEELING UNIVERSITY,WV,8,2,3.7,4.5,4
ALVERNO COLLEGE,WI,8,2,4.7,6.2,7
BELOIT COLLEGE,WI,6,2,2.5,1.9,3.4
CARDINAL STRITCH UNIVERSITY,WI,8,2,4.9,6.4,8.3
CARROLL UNIVERSITY,WI,8,2,2.3,3.2,1.2
CARTHAGE COLLEGE,WI,8,2,4.6,4.7,6.2
WESTERN TECHNICAL COLLEGE,WI,5,1,8.7,9.9,13.9
CONCORDIA UNIVERSITY,WI,8,2,2.4,4.6,5
EDGEWOOD COLLEGE,WI,8,2,3,3.5,2.1
LAKELAND UNIVERSITY,WI,8,2,5.6,6.7,7.3
LAWRENCE UNIVERSITY OF WISCONSIN,WI,6,2,2.4,3.4,1
MARIAN UNIVERSITY,WI,8,2,6.6,6.9,7.1
MARQUETTE UNIVERSITY,WI,8,2,1.5,1.5,2
MILWAUKEE AREA TECHNICAL COLLEGE,WI,5,1,14.3,19.4,22.4
MILWAUKEE SCHOOL OF ENGINEERING,WI,8,2,2,1.8,2.5
MOUNT MARY UNIVERSITY,WI,8,2,4.3,7.7,5.6
NASHOTAH HOUSE,WI,8,2,0,2.9,2.3
NORTHLAND COLLEGE,WI,6,2,7.4,5.7,4.6
RIPON COLLEGE,WI,6,2,3.2,3.7,1.7
SAINT NORBERT COLLEGE,WI,8,2,1.6,1,2.2
UNIVERSITY OF WISCONSIN - MADISON,WI,8,1,0.9,0.8,1.3
UNIVERSITY OF WISCONSIN - MILWAUKEE,WI,8,1,6.2,8.1,8.3
UNIVERSITY OF WISCONSIN - GREEN BAY,WI,8,1,6.1,7.6,9.3
VITERBO UNIVERSITY,WI,8,2,2.6,3.1,4.2
UNIVERSITY OF WISCONSIN - STOUT,WI,8,1,2.9,3.8,3.6
UNIVERSITY OF WISCONSIN - EAU CLAIRE,WI,8,1,5.1,6.8,7.5
UNIVERSITY OF WISCONSIN - LACROSSE,WI,8,1,1.5,1.6,1.6
UNIVERSITY OF WISCONSIN - OSHKOSH,WI,8,1,5.4,6.8,3.4
UNIVERSITY OF WISCONSIN - PLATTEVILLE,WI,8,1,5.4,7.4,8.7
UNIVERSITY OF WISCONSIN - RIVER FALLS,WI,8,1,3,2.7,3.9
UNIVERSITY OF WISCONSIN - STEVENS POINT,WI,8,1,5.3,7,3.5
UNIVERSITY OF WISCONSIN - SUPERIOR,WI,8,1,5.9,6.9,5.1
UNIVERSITY OF WISCONSIN - WHITEWATER,WI,8,1,5.4,7.5,8.5
CASPER COLLEGE,WY,5,1,12.7,15.9,10.5
EASTERN WYOMING COLLEGE,WY,5,1,7.2,15.2,15
NORTHERN WYOMING COMMUNITY COLLEGE DISTRICT,WY,5,1,14.2,10.3,4.5
NORTHWEST COLLEGE,WY,6,1,12.3,15.2,16.1
UNIVERSITY OF WYOMING,WY,8,1,3.5,4.5,4.9
WESTERN WYOMING COMMUNITY COLLEGE,WY,6,1,11.2,19.7,18.9
UNIVERSITY OF GUAM,GU,8,1,10.1,16.3,13.1
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE),PR,8,2,12.9,15.7,11.8
UNIVERSIDAD DEL SAGRADO CORAZóN,PR,8,2,3.6,3.9,2.4
INTER AMERICAN UNIVERSITY OF PUERTO RICO - AGUADILLA CAMPUS,PR,8,2,3,3.7,2.7
INTER AMERICAN UNIVERSITY OF PUERTO RICO - METROPOLITAN CAMPUS,PR,8,2,3,3.7,2.7
UNIVERSIDAD ANA G. MéNDEZ - CAROLINA CAMPUS,PR,8,2,7,8.4,7.7
UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION,PR,8,1,5.2,5.5,5.8
UNIVERSITY OF PUERTO RICO - HUMACAO UNIVERSITY COLLEGE,PR,6,1,6.4,11,7.5
UNIVERSITY OF PUERTO RICO - MAYAGUEZ,PR,8,1,4.4,5.3,3.5
UNIVERSITY OF THE VIRGIN ISLANDS,VI,8,1,9.8,13,9.1
"UNIVERSITY OF CALIFORNIA, HASTINGS COLLEGE OF THE LAW",CA,8,1,2.1,0.6,1
SAN FRANCISCO ART INSTITUTE,CA,8,2,12,6.9,4.7
UNIVERSITY OF CENTRAL FLORIDA,FL,8,1,3.7,4.2,2.4
UNIVERSITY OF WEST FLORIDA (THE),FL,8,1,5.2,5.9,6
DALTON STATE COLLEGE,GA,6,1,8.1,10,12.6
HARPER COLLEGE,IL,5,1,7.8,7.3,8.4
BAY STATE COLLEGE,MA,6,3,4.7,6.7,6.5
BOSTON ARCHITECTURAL COLLEGE,MA,8,2,3.2,7.1,3.8
UNIVERSITY OF MINNESOTA - TWIN CITIES,MN,8,1,1.7,2.2,2.2
"TEACHERS COLLEGE, COLUMBIA UNIVERSITY",NY,8,2,1.1,1.8,2
UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,NC,8,1,3.4,4.1,4.7
CLEVELAND INSTITUTE OF ART (THE),OH,6,2,2.9,7.7,4.8
ORAL ROBERTS UNIVERSITY,OK,8,2,5.4,8.4,9.4
DESALES UNIVERSITY,PA,8,2,2.8,4.6,4.9
LA ROCHE UNIVERSITY,PA,8,2,4.2,5.7,4.6
NEUMANN UNIVERSITY,PA,8,2,6.6,9.4,9.8
FLORENCE - DARLINGTON TECHNICAL COLLEGE,SC,5,1,14,19.3,22.7
GREENVILLE TECHNICAL COLLEGE,SC,6,1,13.3,17.6,16.3
PIEDMONT TECHNICAL COLLEGE,SC,5,1,17.1,24,19.9
MIDLANDS TECHNICAL COLLEGE,SC,5,1,10,15.7,15
SPARTANBURG COMMUNITY COLLEGE,SC,5,1,12.1,19,16.5
CENTRAL CAROLINA TECHNICAL COLLEGE,SC,5,1,15.4,17.9,18.8
YORK TECHNICAL COLLEGE,SC,5,1,12.9,18.8,18.5
CHATTANOOGA STATE COMMUNITY COLLEGE,TN,5,1,13.3,18.2,20.3
CLEVELAND STATE COMMUNITY COLLEGE,TN,5,1,14.7,21.2,19.5
CENTRAL TEXAS COLLEGE DISTRICT,TX,5,1,12.3,18.5,16
JOHN TYLER COMMUNITY COLLEGE,VA,5,1,8.8,11.9,12.5
MADISON AREA TECHNICAL COLLEGE,WI,5,1,6.5,9.5,13.1
MESABI RANGE COLLEGE,MN,5,1,14.4,20.7,21.5
HEBREW UNIVERSITY OF JERUSALEM (THE),FC,8,5,5.4,3.5,1.5
GEORGIA NORTHWESTERN TECHNICAL COLLEGE,GA,5,1,11.6,14.1,17.8
UTAH VALLEY UNIVERSITY,UT,8,1,4.4,5.9,6.9
ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE,NC,5,1,12.7,17,18.1
HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,NY,8,2,1,0.7,0
NORTH AMERICAN BAPTIST SEMINARY,SD,8,2,1.4,1.2,0
NATIONAL AMERICAN UNIVERSITY,SD,8,3,14.1,19.2,20
GRATZ COLLEGE,PA,8,2,0,7.3,3.7
WINEBRENNER THEOLOGICAL SEMINARY,OH,8,2,0,0,2.3
PITT COMMUNITY COLLEGE,NC,5,1,14.7,19.3,24
UNIVERSITY OF MINNESOTA - CROOKSTON,MN,6,1,5.3,5.6,5.3
WALSH COLLEGE OF ACCOUNTANCY & BUSINESS ADMINISTRATION,MI,8,2,2,1.9,2.3
NORTHWOOD UNIVERSITY,MI,8,2,4.3,6.3,6.9
EASTERN IOWA COMMUNITY COLLEGE DISTRICT,IA,5,1,9.1,15.9,16
KIRKWOOD COMMUNITY COLLEGE,IA,5,1,12.3,14.9,14
STARR KING SCHOOL FOR THE MINISTRY,CA,8,2,5.4,8.3,4
GRADY HEALTH SYSTEM,GA,4,1,0,1.1,0
SAINT LUKE'S METHODIST HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,IA,11,2,0,0,0
MONTGOMERY COUNTY COMMUNITY COLLEGE,PA,5,1,10.7,14.2,15.1
DALLAS COLLEGE,TX,6,1,12.5,17.5,16.8
DE ANZA COMMUNITY COLLEGE,CA,5,1,12.4,13.2,16.4
OHLONE COLLEGE,CA,5,1,7.2,4,5.1
CITY COLLEGE OF SAN FRANCISCO,CA,5,1,10.9,17.4,16.9
COLORADO MOUNTAIN COLLEGE,CO,6,1,10.5,10.5,12.1
UNIVERSITY OF COLORADO DENVER,CO,8,1,2.8,3.4,3
UNIVERSITY OF COLORADO COLORADO SPRINGS,CO,8,1,4.3,4.7,5.1
HOUSATONIC COMMUNITY COLLEGE,CT,5,1,8.3,14.5,13.8
LEEWARD COMMUNITY COLLEGE,HI,5,1,11,13.8,14
GEM CITY COLLEGE,IL,3,3,5,5.4,7
INTERNATIONAL BUSINESS COLLEGE,IN,5,3,6.2,7.9,8.1
PURDUE UNIVERSITY GLOBAL,IN,8,1,9.5,11.2,11.6
NORTHEAST IOWA COMMUNITY COLLEGE,IA,5,1,8.7,13.3,12.7
HAWKEYE COMMUNITY COLLEGE,IA,5,1,10.5,14.5,15.2
IOWA WESTERN COMMUNITY COLLEGE,IA,5,1,8.9,20.7,21.3
NORTHWEST IOWA COMMUNITY COLLEGE,IA,5,1,2.8,8.5,7.6
BARTON COUNTY COMMUNITY COLLEGE,KS,5,1,10.4,15.8,12.9
SULLIVAN UNIVERSITY,KY,8,3,11.4,14.3,13.5
AYERS CAREER COLLEGE,LA,3,3,5.4,10.7,6.8
DELGADO COMMUNITY COLLEGE,LA,5,1,16.3,22.3,20
DUNWOODY COLLEGE OF TECHNOLOGY,MN,6,2,8.5,10.7,12.7
HAMPSHIRE COLLEGE,MA,6,2,5.6,4.7,3.4
UPPER CAPE COD REGIONAL TECHNICAL SCHOOL,MA,3,1,3.8,8.6,4.2
BAKER COLLEGE,MI,8,2,8.6,14.3,15.1
DORSEY COLLEGE,MI,5,3,18.4,23.5,22
LOGAN UNIVERSITY,MO,8,2,2.8,2.9,1.7
COVENANT THEOLOGICAL SEMINARY,MO,8,2,1.5,2.8,1.5
STATE TECHNICAL COLLEGE OF MISSOURI,MO,5,1,4.9,6.9,6.5
THREE RIVERS COLLEGE,MO,5,1,17.2,21.2,21.3
BERGEN COMMUNITY COLLEGE,NJ,5,1,9.8,12.7,13.2
MERCER COUNTY COMMUNITY COLLEGE,NJ,5,1,10,12.9,15.3
CENTRAL NEW MEXICO COMMUNITY COLLEGE,NM,5,1,14.2,18,21.4
CLOVIS COMMUNITY COLLEGE,NM,5,1,4.3,20,16.3
CUNY YORK COLLEGE,NY,8,1,4.9,6.7,5.5
CUNY GRADUATE SCHOOL & UNIVERSITY CENTER,NY,8,1,3.9,4.6,4.6
HERKIMER COUNTY COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLL,NY,5,1,19,17.8,14.9
MONROE COLLEGE,NY,8,3,5.2,5.3,4.1
CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE,NC,5,1,5.4,11.5,11.1
